#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NZ_CP014692.1	2751556	2752383	+	-	-	A0U92_RS12405	WP_077813496.1	275	pyrroline-5-carboxylate reductase
chr	NZ_CP014692.1	2752417	2753079	+	-	-	A0U92_RS12410	WP_077814435.1	220	helix-turn-helix transcriptional regulator
chr	NZ_CP014692.1	2753259	2753528	-	-	-	A0U92_RS12420	WP_010666022.1	89	HU family DNA-binding protein
chr	NZ_CP014692.1	2753774	2754634	+	-	-	A0U92_RS12425	WP_077813497.1	286	hypothetical protein
chr	NZ_CP014692.1	2754639	2755826	-	-	-	A0U92_RS12430	WP_077813498.1	395	hypothetical protein
chr	NZ_CP014692.1	2755902	2758088	-	-	-	A0U92_RS12435	WP_077814436.1	728	glycosyltransferase
chr	NZ_CP014692.1	2758883	2760277	-	-	-	A0U92_RS12440	WP_077813499.1	464	hypothetical protein
chr	NZ_CP014692.1	2762373	2763242	-	-	-	A0U92_RS12450	WP_077813500.1	289	polyamine aminopropyltransferase
chr	NZ_CP014692.1	2763347	2763811	-	-	-	A0U92_RS12455	WP_077813501.1	154	adenosylmethionine decarboxylase
chr	NZ_CP014692.1	2764496	2765629	+	-	gcvT	A0U92_RS12460	WP_077813502.1	377	glycine cleavage system aminomethyltransferase GcvT
chr	NZ_CP014692.1	2765721	2766086	+	-	-	A0U92_RS12465	WP_077813503.1	121	glycine cleavage system protein GcvH
chr	NZ_CP014692.1	2766147	2769014	+	-	-	A0U92_RS12470	WP_077813504.1	955	aminomethyl-transferring glycine dehydrogenase
chr	NZ_CP014692.1	2769158	2769442	+	-	-	A0U92_RS12475	WP_077813505.1	94	helix-turn-helix transcriptional regulator
chr	NZ_CP014692.1	2769602	2770651	-	-	-	A0U92_RS12480	WP_077814437.1	349	aromatic ring-hydroxylating dioxygenase subunit alpha
chr	NZ_CP014692.1	2771267	2772772	+	-	-	A0U92_RS12485	WP_077813506.1	501	aldehyde dehydrogenase
chr	NZ_CP014692.1	2772857	2774140	+	-	-	A0U92_RS12490	WP_077813507.1	427	NAD(P)/FAD-dependent oxidoreductase
chr	NZ_CP014692.1	2775101	2777443	-	-	-	A0U92_RS12500	WP_077814438.1	780	hypothetical protein
chr	NZ_CP014692.1	2777799	2778545	-	-	-	A0U92_RS12505	WP_077813508.1	248	hypothetical protein
chr	NZ_CP014692.1	2778550	2779077	-	-	-	A0U92_RS12510	WP_077813509.1	175	hypothetical protein
chr	NZ_CP014692.1	2779093	2780226	-	-	-	A0U92_RS12515	WP_077813510.1	377	flagellar motor switch protein FliM
chr	NZ_CP014692.1	2780223	2780699	-	-	-	A0U92_RS12520	WP_077813511.1	158	flagellar FliL protein
chr	NZ_CP014692.1	2780930	2781346	+	-	-	A0U92_RS12525	WP_077813512.1	138	hypothetical protein
chr	NZ_CP014692.1	2781544	2782026	-	-	-	A0U92_RS12535	WP_077813513.1	160	peptidylprolyl isomerase
chr	NZ_CP014692.1	2782128	2782640	-	-	-	A0U92_RS12540	WP_077813514.1	170	pantetheine-phosphate adenylyltransferase
chr	NZ_CP014692.1	2782630	2785419	-	-	-	A0U92_RS12545	WP_077813516.1	929	DNA gyrase subunit A
chr	NZ_CP014692.1	2785740	2791469	+	-	-	A0U92_RS12550	WP_077813518.1	1909	hypothetical protein
chr	NZ_CP014692.1	2791608	2792003	-	-	-	A0U92_RS12555	WP_077813519.1	131	hypothetical protein
chr	NZ_CP014692.1	2792333	2792464	-	-	-	A0U92_RS12560	WP_077813521.1	43	hypothetical protein
chr	NZ_CP014692.1	2793232	2793573	-	-	-	A0U92_RS12575	WP_077813522.1	113	type II toxin-antitoxin system RelE/ParE family toxin
chr	NZ_CP014692.1	2793579	2793809	-	-	-	A0U92_RS12580	WP_077814439.1	76	CopG family transcriptional regulator
chr	NZ_CP014692.1	2793867	2794202	-	-	-	A0U92_RS12585	WP_077813524.1	111	DUF3363 domain-containing protein
chr	NZ_CP014692.1	2794451	2794705	+	-	-	A0U92_RS12590	WP_077813525.1	84	type II toxin-antitoxin system Phd/YefM family antitoxin
chr	NZ_CP014692.1	2794705	2795133	+	-	-	A0U92_RS12595	WP_077813526.1	142	type II toxin-antitoxin system VapC family toxin
chr	NZ_CP014692.1	2795504	2795797	-	-	-	A0U92_RS12605	WP_077813527.1	97	hypothetical protein
chr	NZ_CP014692.1	2796220	2796747	-	-	-	A0U92_RS12610	WP_077813528.1	175	DUF2285 domain-containing protein
chr	NZ_CP014692.1	2797074	2797544	-	-	-	A0U92_RS12620	WP_077813529.1	156	DNA mismatch endonuclease Vsr
chr	NZ_CP014692.1	2797519	2798778	-	-	-	A0U92_RS12625	WP_077813530.1	419	DNA (cytosine-5-)-methyltransferase
chr	NZ_CP014692.1	2799215	2800537	+	-	-	A0U92_RS12630	WP_077813531.1	440	hypothetical protein
chr	NZ_CP014692.1	2801156	2801368	-	-	-	A0U92_RS12640	WP_077813532.1	70	hypothetical protein
chr	NZ_CP014692.1	2801960	2802361	-	-	-	A0U92_RS12650	WP_077813533.1	133	DNA mismatch endonuclease Vsr
chr	NZ_CP014692.1	2802358	2803290	-	-	-	A0U92_RS12655	WP_077813534.1	310	DUF4928 domain-containing protein
chr	NZ_CP014692.1	2803287	2804150	-	-	-	A0U92_RS12660	WP_077813535.1	287	hypothetical protein
chr	NZ_CP014692.1	2804147	2805295	-	-	-	A0U92_RS12665	WP_077813536.1	382	DNA cytosine methyltransferase
chr	NZ_CP014692.1	2805288	2805503	-	-	-	A0U92_RS12670	WP_063354929.1	71	MULTISPECIES: hypothetical protein
chr	NZ_CP014692.1	2806061	2806315	+	-	-	A0U92_RS12680	WP_077813525.1	84	type II toxin-antitoxin system Phd/YefM family antitoxin
chr	NZ_CP014692.1	2806315	2806743	+	-	-	A0U92_RS12685	WP_077813526.1	142	type II toxin-antitoxin system VapC family toxin
chr	NZ_CP014692.1	2807616	2808311	+	-	-	A0U92_RS12695	WP_077814440.1	231	methyltransferase
chr	NZ_CP014692.1	2808811	2811405	-	-	-	A0U92_RS12700	WP_077813537.1	864	S8 family peptidase
chr	NZ_CP014692.1	2811406	2812395	-	-	-	A0U92_RS12705	WP_077814441.1	329	AAA family ATPase
chr	NZ_CP014692.1	2812582	2812824	-	-	-	A0U92_RS12710	WP_064274286.1	80	MULTISPECIES: DUF2274 domain-containing protein
chr	NZ_CP014692.1	2812821	2813978	-	-	-	A0U92_RS12715	WP_077813538.1	385	hypothetical protein
chr	NZ_CP014692.1	2814675	2815448	+	-	-	A0U92_RS12725	WP_077813539.1	257	P-type conjugative transfer protein TrbJ
chr	NZ_CP014692.1	2815454	2815723	+	-	-	A0U92_RS12730	WP_077813540.1	89	hypothetical protein
chr	NZ_CP014692.1	2816573	2816848	-	-	-	A0U92_RS12740	WP_077813541.1	91	conjugal transfer protein
chr	NZ_CP014692.1	2816848	2817180	-	-	-	A0U92_RS12745	WP_077813542.1	110	conjugal transfer protein TrbC
chr	NZ_CP014692.1	2817177	2818154	-	-	-	A0U92_RS12750	WP_077813543.1	325	P-type conjugative transfer ATPase TrbB
chr	NZ_CP014692.1	2818327	2818764	-	-	-	A0U92_RS12755	WP_077813544.1	145	ribbon-helix-helix protein, CopG family
chr	NZ_CP014692.1	2818773	2820761	-	-	-	A0U92_RS12760	WP_077813545.1	662	conjugal transfer protein TraG
chr	NZ_CP014692.1	2820879	2821175	-	-	-	A0U92_RS12765	WP_077813546.1	98	DUF2285 domain-containing protein
chr	NZ_CP014692.1	2821281	2821565	+	-	-	A0U92_RS12770	WP_077813547.1	94	helix-turn-helix transcriptional regulator
chr	NZ_CP014692.1	2821615	2821839	+	-	-	A0U92_RS12775	WP_062106335.1	74	MULTISPECIES: helix-turn-helix transcriptional regulator
chr	NZ_CP014692.1	2821863	2822465	-	-	-	A0U92_RS12780	WP_077813548.1	200	isochorismatase family protein
chr	NZ_CP014692.1	2822519	2823556	-	-	-	A0U92_RS12785	WP_077813549.1	345	LysR family transcriptional regulator
chr	NZ_CP014692.1	2823564	2824019	-	-	-	A0U92_RS12790	WP_077813550.1	151	MarR family transcriptional regulator
chr	NZ_CP014692.1	2824023	2824652	-	-	-	A0U92_RS12795	WP_077813551.1	209	cysteine hydrolase family protein
chr	NZ_CP014692.1	2824757	2826808	-	-	-	A0U92_RS12800	WP_077813552.1	683	DUF3363 domain-containing protein
chr	NZ_CP014692.1	2827047	2827700	-	-	-	A0U92_RS12805	WP_077814442.1	217	lytic transglycosylase domain-containing protein
chr	NZ_CP014692.1	2827705	2828040	-	-	-	A0U92_RS12810	WP_077813553.1	111	DUF736 domain-containing protein
chr	NZ_CP014692.1	2828024	2828629	-	-	-	A0U92_RS12815	WP_077813554.1	201	S26 family signal peptidase
chr	NZ_CP014692.1	2828626	2829141	-	-	-	A0U92_RS12820	WP_077813555.1	171	DUF2840 domain-containing protein
chr	NZ_CP014692.1	2829138	2830244	-	-	-	A0U92_RS12825	WP_077814443.1	368	replication protein A
chr	NZ_CP014692.1	2830257	2830526	-	-	-	A0U92_RS12830	WP_077813556.1	89	helix-turn-helix domain-containing protein
chr	NZ_CP014692.1	2831138	2831476	+	-	-	A0U92_RS12835	WP_077813557.1	112	hypothetical protein
chr	NZ_CP014692.1	2832433	2833026	-	-	-	A0U92_RS12840	WP_077813558.1	197	helix-turn-helix transcriptional regulator
chr	NZ_CP014692.1	2832938	2833621	+	-	-	A0U92_RS12845	WP_077814444.1	227	amino acid racemase
chr	NZ_CP014692.1	2833716	2834249	-	-	-	A0U92_RS12850	WP_077813559.1	177	DUF2285 domain-containing protein
chr	NZ_CP014692.1	2834251	2834505	-	-	-	A0U92_RS12855	WP_077813560.1	84	hypothetical protein
chr	NZ_CP014692.1	2834811	2834990	-	-	-	A0U92_RS12860	WP_077813561.1	59	DNA methylase
chr	NZ_CP014692.1	2835761	2836084	+	-	-	A0U92_RS12870	WP_077813562.1	107	type II toxin-antitoxin system HigB family toxin
chr	NZ_CP014692.1	2836074	2836454	+	-	-	A0U92_RS12875	WP_077813563.1	126	helix-turn-helix domain-containing protein
chr	NZ_CP014692.1	2836467	2838164	+	-	-	A0U92_RS12880	WP_077814445.1	565	recombinase family protein
chr	NZ_CP014692.1	2838342	2839490	+	-	-	A0U92_RS12890	WP_077813564.1	382	site-specific integrase
chr	NZ_CP014692.1	2839519	2842935	-	-	-	A0U92_RS12895	WP_077813565.1	1138	SIR2 family protein
chr	NZ_CP014692.1	2843495	2843836	+	-	-	A0U92_RS12900	WP_077813566.1	113	helix-turn-helix domain-containing protein
chr	NZ_CP014692.1	2843833	2844309	+	-	-	A0U92_RS12905	WP_077813567.1	158	DUF2840 domain-containing protein
chr	NZ_CP014692.1	2844306	2844875	+	-	-	A0U92_RS12910	WP_077814446.1	189	S26 family signal peptidase
chr	NZ_CP014692.1	2844943	2845272	+	-	-	A0U92_RS12915	WP_063908654.1	109	DUF736 domain-containing protein
chr	NZ_CP014692.1	2845269	2845874	+	-	-	A0U92_RS12920	WP_077813568.1	201	lytic transglycosylase domain-containing protein
chr	NZ_CP014692.1	2851851	2852354	-	-	-	A0U92_RS12955	WP_077814447.1	167	sigma-70 family RNA polymerase sigma factor
chr	NZ_CP014692.1	2852435	2853178	+	-	-	A0U92_RS12960	WP_077814448.1	247	response regulator
chr	NZ_CP014692.1	2853259	2855073	+	-	-	A0U92_RS12965	WP_077813569.1	604	ABC-F family ATP-binding cassette domain-containing protein
chr	NZ_CP014692.1	2855144	2856412	-	-	-	A0U92_RS12970	WP_077814449.1	422	hypothetical protein
chr	NZ_CP014692.1	2856605	2858503	-	-	-	A0U92_RS12975	WP_077813570.1	632	molecular chaperone HtpG
chr	NZ_CP014692.1	2858853	2859644	-	-	-	A0U92_RS12980	WP_077813571.1	263	DUF1851 domain-containing protein
chr	NZ_CP014692.1	2859539	2859835	-	-	-	A0U92_RS12985	WP_077813572.1	98	hypothetical protein
chr	NZ_CP014692.1	2860695	2861156	-	-	-	A0U92_RS12995	WP_077813573.1	153	hypothetical protein
chr	NZ_CP014692.1	2861659	2862132	-	-	-	A0U92_RS13000	WP_077813574.1	157	hypothetical protein
chr	NZ_CP014692.1	2862256	2862555	-	-	-	A0U92_RS13005	WP_077813575.1	99	hypothetical protein
chr	NZ_CP014692.1	2862556	2862975	+	-	-	A0U92_RS13010	WP_077813576.1	139	hypothetical protein
chr	NZ_CP014692.1	2862969	2863658	-	-	-	A0U92_RS13015	WP_077813577.1	229	DUF1851 domain-containing protein
chr	NZ_CP014692.1	2863655	2864425	-	-	-	A0U92_RS13020	WP_077813578.1	256	hypothetical protein
chr	NZ_CP014692.1	2864422	2865309	-	-	-	A0U92_RS13025	WP_077813579.1	295	DUF4123 domain-containing protein
chr	NZ_CP014692.1	2865306	2865665	-	-	-	A0U92_RS13030	WP_077813580.1	119	type VI secretion protein
chr	NZ_CP014692.1	2865690	2866124	-	-	-	A0U92_RS13035	WP_077813581.1	144	DUF1795 domain-containing protein
chr	NZ_CP014692.1	2866283	2868610	-	-	-	A0U92_RS13040	WP_077813582.1	775	xanthine dehydrogenase family protein molybdopterin-binding subunit
chr	NZ_CP014692.1	2868603	2869091	-	-	-	A0U92_RS13045	WP_077813583.1	162	(2Fe-2S)-binding protein
chr	NZ_CP014692.1	2869125	2870453	-	-	-	A0U92_RS13050	WP_077813584.1	442	c-type cytochrome
chr	NZ_CP014692.1	2870947	2871150	+	-	-	A0U92_RS13055	WP_010669172.1	67	50S ribosomal protein L35
chr	NZ_CP014692.1	2871165	2871524	+	-	-	A0U92_RS13060	WP_077813585.1	119	50S ribosomal protein L20
chr	NZ_CP014692.1	2871714	2872259	-	-	-	A0U92_RS13065	WP_077814450.1	181	GNAT family N-acetyltransferase
chr	NZ_CP014692.1	2872535	2872927	-	-	-	A0U92_RS13070	WP_077813586.1	130	acyl-CoA thioesterase
chr	NZ_CP014692.1	2873018	2873446	-	-	-	A0U92_RS13075	WP_077813587.1	142	phosphoribosyl-AMP cyclohydrolase
chr	NZ_CP014692.1	2873443	2874315	-	-	-	A0U92_RS13080	WP_077813588.1	290	folate-binding protein YgfZ
chr	NZ_CP014692.1	2874450	2875631	-	-	-	A0U92_RS13085	WP_077813589.1	393	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
chr	NZ_CP014692.1	2875803	2876300	+	-	-	A0U92_RS13090	WP_077813590.1	165	peptide deformylase
chr	NZ_CP014692.1	2876546	2877547	+	-	-	A0U92_RS13095	WP_077813591.1	333	lauroyl acyltransferase
chr	NZ_CP014692.1	2877907	2878647	-	-	-	A0U92_RS13100	WP_077813592.1	246	TlyA family RNA methyltransferase
chr	NZ_CP014692.1	2878651	2880633	-	-	-	A0U92_RS13105	WP_077813593.1	660	1-deoxy-D-xylulose-5-phosphate synthase
chr	NZ_CP014692.1	2880639	2881568	-	-	-	A0U92_RS13110	WP_077814451.1	309	polyprenyl synthetase family protein
chr	NZ_CP014692.1	2881577	2881807	-	-	-	A0U92_RS13115	WP_077813594.1	76	exodeoxyribonuclease VII small subunit
chr	NZ_CP014692.1	2881964	2882203	-	-	-	A0U92_RS13120	WP_077813595.1	79	sulfurtransferase TusA family protein
chr	NZ_CP014692.1	2882347	2883276	+	-	-	A0U92_RS13125	WP_077813596.1	309	ROK family protein
chr	NZ_CP014692.1	2883246	2884556	+	-	-	A0U92_RS13130	WP_077813597.1	436	DNA polymerase IV
chr	NZ_CP014692.1	2886117	2886332	+	-	-	A0U92_RS13140	WP_077813598.1	71	hypothetical protein
chr	NZ_CP014692.1	2887632	2888774	+	-	-	A0U92_RS13145	WP_077813599.1	380	hypothetical protein
chr	NZ_CP014692.1	2889359	2890720	-	-	-	A0U92_RS13150	WP_077814452.1	453	HAMP domain-containing histidine kinase
chr	NZ_CP014692.1	2890788	2891495	-	-	-	A0U92_RS13155	WP_077814453.1	235	response regulator transcription factor
chr	NZ_CP014692.1	2891786	2892649	-	-	-	A0U92_RS13160	WP_077813600.1	287	hypothetical protein
chr	NZ_CP014692.1	2893040	2893324	+	-	-	A0U92_RS13165	WP_077813601.1	94	hypothetical protein
chr	NZ_CP014692.1	2893546	2896152	+	-	-	A0U92_RS13170	WP_077813602.1	868	ATP-dependent chaperone ClpB
chr	NZ_CP014692.1	2896335	2896709	+	-	-	A0U92_RS13175	WP_077813603.1	124	DUF202 domain-containing protein
chr	NZ_CP014692.1	2896736	2897515	-	-	-	A0U92_RS13180	WP_077813604.1	259	acetoin reductase
chr	NZ_CP014692.1	2897984	2898151	+	-	-	A0U92_RS13185	WP_077813605.1	55	DUF1328 domain-containing protein
chr	NZ_CP014692.1	2898120	2898662	-	-	-	A0U92_RS13190	WP_077813606.1	180	disulfide bond formation protein B
chr	NZ_CP014692.1	2898739	2900097	-	-	-	A0U92_RS13195	WP_077813607.1	452	trehalose-6-phosphate synthase
chr	NZ_CP014692.1	2900100	2900828	-	-	-	A0U92_RS13200	WP_077814454.1	242	trehalose-phosphatase
chr	NZ_CP014692.1	2901087	2901698	-	-	-	A0U92_RS13205	WP_077813608.1	203	DUF2155 domain-containing protein
chr	NZ_CP014692.1	2901719	2901937	-	-	-	A0U92_RS13210	WP_077814455.1	72	hypothetical protein
chr	NZ_CP014692.1	2901937	2902506	-	-	-	A0U92_RS13215	WP_077813609.1	189	outer membrane lipid asymmetry maintenance protein MlaD
chr	NZ_CP014692.1	2902705	2903085	-	-	-	A0U92_RS13220	WP_077813610.1	126	NADH:ubiquinone oxidoreductase subunit NDUFA12
chr	NZ_CP014692.1	2903322	2904974	+	-	-	A0U92_RS13225	WP_077813611.1	550	vitamin B12-dependent ribonucleotide reductase
chr	NZ_CP014692.1	2905072	2905881	-	-	-	A0U92_RS13230	WP_077814456.1	269	AraC family transcriptional regulator
chr	NZ_CP014692.1	2905964	2906761	+	-	-	A0U92_RS13235	WP_077814457.1	265	class I SAM-dependent methyltransferase
chr	NZ_CP014692.1	2908455	2910035	-	-	-	A0U92_RS13250	WP_077813612.1	526	DUF563 domain-containing protein
chr	NZ_CP014692.1	2910331	2912415	-	-	-	A0U92_RS13255	WP_077813613.1	694	elongation factor G
chr	NZ_CP014692.1	2912611	2912910	-	-	-	A0U92_RS13260	WP_077813614.1	99	50S ribosomal protein L28
chr	NZ_CP014692.1	2913103	2913381	-	-	-	A0U92_RS13265	WP_077814458.1	92	hypothetical protein
chr	NZ_CP014692.1	2913445	2915295	-	-	-	A0U92_RS13270	WP_077813615.1	616	ABC transporter ATP-binding protein/permease
chr	NZ_CP014692.1	2915496	2916347	+	-	-	A0U92_RS13275	WP_077813616.1	283	NUDIX domain-containing protein
chr	NZ_CP014692.1	2916374	2916787	+	-	-	A0U92_RS13280	WP_077813617.1	137	DUF3574 domain-containing protein
chr	NZ_CP014692.1	2916920	2918110	+	-	-	A0U92_RS13285	WP_077813618.1	396	8-amino-7-oxononanoate synthase
chr	NZ_CP014692.1	2918110	2918757	+	-	-	A0U92_RS13290	WP_077813619.1	215	alpha/beta fold hydrolase
chr	NZ_CP014692.1	2918747	2920186	+	-	-	A0U92_RS13295	WP_077813620.1	479	dethiobiotin synthase
chr	NZ_CP014692.1	2920703	2921923	-	-	-	A0U92_RS13300	WP_077813621.1	406	DEAD/DEAH box helicase
chr	NZ_CP014692.1	2922975	2923901	-	-	-	A0U92_RS13305	WP_077813622.1	308	4-hydroxybenzoate polyprenyltransferase
chr	NZ_CP014692.1	2924172	2924936	+	-	-	A0U92_RS13310	WP_077813623.1	254	16S rRNA (uracil(1498)-N(3))-methyltransferase
chr	NZ_CP014692.1	2924985	2926388	+	-	-	A0U92_RS13315	WP_077813624.1	467	glutamate--cysteine ligase
chr	NZ_CP014692.1	2926457	2928442	+	-	-	A0U92_RS13320	WP_077813625.1	661	bifunctional 2\',3\'-cyclic-nucleotide 2\'-phosphodiesterase/3\'-nucleotidase
chr	NZ_CP014692.1	2928526	2929689	+	-	-	A0U92_RS13325	WP_077814459.1	387	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
chr	NZ_CP014692.1	2930091	2931350	+	-	-	A0U92_RS13330	WP_077813626.1	419	adenosylmethionine--8-amino-7-oxononanoate transaminase
chr	NZ_CP014692.1	2931600	2932067	-	-	-	A0U92_RS13335	WP_077813627.1	155	molybdenum cofactor biosynthesis protein MoaE
chr	NZ_CP014692.1	2932074	2932337	-	-	-	A0U92_RS13340	WP_077813628.1	87	molybdopterin converting factor subunit 1
chr	NZ_CP014692.1	2932470	2933114	-	-	-	A0U92_RS13345	WP_077813629.1	214	hypothetical protein
chr	NZ_CP014692.1	2933260	2933856	-	-	-	A0U92_RS13350	WP_077814460.1	198	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
chr	NZ_CP014692.1	2934063	2935982	-	-	-	A0U92_RS13355	WP_077813630.1	639	excinuclease ABC subunit UvrC
chr	NZ_CP014692.1	2936277	2937311	-	-	-	A0U92_RS13360	WP_077814461.1	344	membrane dipeptidase
chr	NZ_CP014692.1	2937500	2938294	+	-	-	A0U92_RS13365	WP_077814462.1	264	exodeoxyribonuclease III
chr	NZ_CP014692.1	2938511	2939086	-	-	-	A0U92_RS13370	WP_077813631.1	191	TetR/AcrR family transcriptional regulator
chr	NZ_CP014692.1	2939218	2940414	+	-	-	A0U92_RS13375	WP_077813632.1	398	signal peptide-containing protein
chr	NZ_CP014692.1	2940569	2941039	+	-	-	A0U92_RS13380	WP_077813633.1	156	hypothetical protein
chr	NZ_CP014692.1	2941150	2941866	-	-	-	A0U92_RS13385	WP_077813634.1	238	response regulator transcription factor
chr	NZ_CP014692.1	2942173	2942709	+	-	-	A0U92_RS13390	WP_077814463.1	178	hypothetical protein
chr	NZ_CP014692.1	2942687	2944522	-	-	-	A0U92_RS13395	WP_077813635.1	611	sodium:proton antiporter
chr	NZ_CP014692.1	2944752	2945042	+	-	-	A0U92_RS13400	WP_077813636.1	96	antibiotic biosynthesis monooxygenase
chr	NZ_CP014692.1	2945238	2945504	-	-	-	A0U92_RS13405	WP_077813637.1	88	hypothetical protein
chr	NZ_CP014692.1	2945518	2946153	-	-	-	A0U92_RS13410	WP_077813638.1	211	D-sedoheptulose 7-phosphate isomerase
chr	NZ_CP014692.1	2946353	2948440	-	-	-	A0U92_RS13415	WP_077813639.1	695	glycosyltransferase
chr	NZ_CP014692.1	2948530	2950005	+	-	-	A0U92_RS13420	WP_077813640.1	491	glycosyltransferase family 4 protein
chr	NZ_CP014692.1	2950005	2951387	+	-	-	A0U92_RS13425	WP_077813641.1	460	glycosyltransferase family 4 protein
chr	NZ_CP014692.1	2951443	2952432	-	-	-	A0U92_RS13430	WP_077813642.1	329	adenosine kinase
chr	NZ_CP014692.1	2952955	2953452	+	-	-	A0U92_RS13440	WP_077813643.1	165	polymer-forming cytoskeletal protein
chr	NZ_CP014692.1	2953656	2954381	-	-	-	A0U92_RS13445	WP_077814464.1	241	GcrA cell cycle regulator
chr	NZ_CP014692.1	2954569	2955771	-	-	-	A0U92_RS13450	WP_077813644.1	400	ribonuclease D
chr	NZ_CP014692.1	2955874	2956344	+	-	-	A0U92_RS13455	WP_077813645.1	156	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF
chr	NZ_CP014692.1	2956568	2956975	-	-	-	A0U92_RS13460	WP_077813646.1	135	ATP synthase F1 subunit epsilon
chr	NZ_CP014692.1	2957004	2958482	-	-	-	A0U92_RS13465	WP_077813647.1	492	F0F1 ATP synthase subunit beta
chr	NZ_CP014692.1	2958542	2959423	-	-	-	A0U92_RS13470	WP_077813648.1	293	F0F1 ATP synthase subunit gamma
chr	NZ_CP014692.1	2959440	2960975	-	-	-	A0U92_RS13475	WP_077813649.1	511	F0F1 ATP synthase subunit alpha
chr	NZ_CP014692.1	2960975	2961565	-	-	-	A0U92_RS13480	WP_077813650.1	196	F0F1 ATP synthase subunit delta
chr	NZ_CP014692.1	2961776	2963215	-	-	-	A0U92_RS13485	WP_077813651.1	479	MFS transporter
chr	NZ_CP014692.1	2963926	2964120	+	-	-	A0U92_RS13500	WP_077814465.1	64	preprotein translocase subunit SecE
chr	NZ_CP014692.1	2964130	2964660	+	-	-	A0U92_RS13505	WP_077813652.1	176	transcription termination/antitermination protein NusG
chr	NZ_CP014692.1	2964933	2965388	-	-	-	A0U92_RS13510	WP_077813653.1	151	DUF2501 domain-containing protein
chr	NZ_CP014692.1	2965711	2966733	+	-	-	A0U92_RS13515	WP_077813654.1	340	aspartate-semialdehyde dehydrogenase
chr	NZ_CP014692.1	2967001	2967477	+	-	-	A0U92_RS13520	WP_077813655.1	158	succinate dehydrogenase, cytochrome b556 subunit
chr	NZ_CP014692.1	2967479	2967898	+	-	-	A0U92_RS13525	WP_077813656.1	139	succinate dehydrogenase, hydrophobic membrane anchor protein
chr	NZ_CP014692.1	2967983	2969794	+	-	-	A0U92_RS13530	WP_077813657.1	603	succinate dehydrogenase flavoprotein subunit
chr	NZ_CP014692.1	2969822	2970604	+	-	-	A0U92_RS13535	WP_077813658.1	260	succinate dehydrogenase iron-sulfur subunit
chr	NZ_CP014692.1	2971498	2972598	+	-	-	A0U92_RS13545	WP_077813659.1	366	acyltransferase
chr	NZ_CP014692.1	2972647	2972994	-	-	-	A0U92_RS13550	WP_077813660.1	115	alkylphosphonate utilization protein
chr	NZ_CP014692.1	2973121	2974236	-	-	-	A0U92_RS13555	WP_077814466.1	371	RNA methyltransferase
chr	NZ_CP014692.1	2974490	2975878	+	-	-	A0U92_RS13560	WP_077813661.1	462	hypothetical protein
chr	NZ_CP014692.1	2976144	2976806	+	-	-	A0U92_RS13565	WP_077813662.1	220	protein tyrosine phosphatase
chr	NZ_CP014692.1	2976999	2978621	-	-	-	A0U92_RS13570	WP_077813663.1	540	ABC-F family ATP-binding cassette domain-containing protein
chr	NZ_CP014692.1	2978620	2978865	+	-	-	A0U92_RS13575	WP_077813664.1	81	hypothetical protein
chr	NZ_CP014692.1	2978986	2980134	+	-	-	A0U92_RS13580	WP_077813665.1	382	UDP-galactopyranose mutase
chr	NZ_CP014692.1	2980288	2981604	-	-	-	A0U92_RS13585	WP_077813666.1	438	AI-2E family transporter
chr	NZ_CP014692.1	2981797	2982402	-	-	-	A0U92_RS13590	WP_077813667.1	201	NUDIX hydrolase
chr	NZ_CP014692.1	2982552	2983760	+	-	-	A0U92_RS13595	WP_077813668.1	402	MFS transporter
chr	NZ_CP014692.1	2983907	2984122	+	-	-	A0U92_RS13600	WP_077813669.1	71	hypothetical protein
chr	NZ_CP014692.1	2984141	2985574	+	-	-	A0U92_RS13605	WP_077813670.1	477	deoxyribodipyrimidine photo-lyase
chr	NZ_CP014692.1	2985713	2986414	+	-	-	A0U92_RS13610	WP_077813671.1	233	pirin family protein
chr	NZ_CP014692.1	2986673	2988109	-	-	-	A0U92_RS13615	WP_077813672.1	478	hypothetical protein
chr	NZ_CP014692.1	2988419	2989225	+	-	-	A0U92_RS13620	WP_077813673.1	268	creatininase
chr	NZ_CP014692.1	2989242	2989505	-	-	-	A0U92_RS13625	WP_077813674.1	87	hypothetical protein
chr	NZ_CP014692.1	2989621	2991117	-	-	-	A0U92_RS13630	WP_077814467.1	498	efflux transporter outer membrane subunit
chr	NZ_CP014692.1	2991218	2992129	-	-	-	A0U92_RS13635	WP_077813675.1	303	HlyD family secretion protein
chr	NZ_CP014692.1	2992176	2992370	-	-	-	A0U92_RS13640	WP_077813676.1	64	DUF1656 domain-containing protein
chr	NZ_CP014692.1	2992370	2994637	-	-	-	A0U92_RS13645	WP_077813677.1	755	FUSC family protein
chr	NZ_CP014692.1	2994634	2995161	-	-	-	A0U92_RS13650	WP_077813678.1	175	winged helix DNA-binding protein
chr	NZ_CP014692.1	2995998	2996447	-	-	-	A0U92_RS13660	WP_077814468.1	149	cupin domain-containing protein
